company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Startup174,,SaaS Security,"Austin, TX",0.7,,,,"sanctioned it, ai policy, cloud governance, ai security"
Startup186,,SSPM,Remote,0.85,,,,"ai compliance, security posture management"
Ermetic,,SSPM,"Austin, TX",0.85,,,,"sspm, llm compliance"
Startup217,,SaaS Compliance,"Toronto, Canada",0.85,,,,"generative ai compliance, shadow it, ai agent security, cloud compliance, llm compliance"
Startup80,,SSPM,"Seattle, WA",0.85,,,,"security posture management, saas audit, cloud governance, llm compliance"
Startup221,,SSPM,"Boston, MA",0.9,,,,"shadow it, sspm, ai security, saas posture management, cloud application security"
Startup287,,SSPM,Remote (US),0.85,,,,"ai compliance, security posture management, cloud application security"
Startup26,,SSPM,"San Francisco, CA",0.85,,,,"cloud governance, sspm, cloud app security, saas risk, saas security"
Humana,,SaaS Compliance,Remote,0.8,,,,"ai governance, saas compliance"
Startup20,,SSPM,"Toronto, Canada",0.85,,,,"saas posture management, ai agent risk, llm security"
Startup374,,SaaS Security,"Seattle, WA",0.9,,,,"autonomous agent security, llm compliance, cloud app security, saas compliance"
Startup124,,SSPM,Hybrid - Bay Area,0.85,,,,"shadow it, sspm"
Startup293,,SSPM,"New York, NY",0.85,,,,"ai security, cloud governance, sspm, cloud app security"
Oracle,,SSPM,Remote (US),0.85,,,,"cloud app security, sspm, sanctioned it, llm security, ai governance"
Startup40,,SaaS Security,"Toronto, Canada",0.85,,,,"cloud application security, saas compliance, saas governance, ai agent risk"
Startup204,,SSPM,"Seattle, WA",0.9,,,,"saas security posture, llm security, genai security, cloud governance, security posture management"
Veza,,SSPM,"Toronto, Canada",0.85,,,,"llm compliance, sanctioned it, saas risk"
Startup352,,AI Agent Security,"New York, NY",0.85,,,,"sanctioned it, cloud app security, autonomous agent security, ai agent risk, ai policy"
Startup231,,AI Compliance,"Seattle, WA",0.9,,,,"ai agent risk, llm security, generative ai compliance, ai policy, ai compliance"
Startup205,,SaaS Compliance,"Denver, CO",0.8,,,,"ai policy, saas governance"
Zscaler,,AI Agent Security,"Toronto, Canada",0.7,,,,"ai governance, ai agent security, ai agent risk, ai security"
Startup327,,SaaS Compliance,"London, UK",0.9,,,,"saas audit, ai compliance, saas compliance"
Startup5,,SaaS Security,"Toronto, Canada",0.9,,,,"genai security, saas compliance, saas audit, cloud application security"
Startup236,,SaaS Security,Remote,0.9,,,,"saas security, generative ai compliance, saas risk, ai governance, saas compliance"
Oracle,,SaaS Security,"New York, NY",0.85,,,,"sanctioned it, ai agent security, ai agent risk, cloud app security"
Startup33,,SSPM,"Austin, TX",0.85,,,,"cloud compliance, cloud governance, saas posture management, ai agent security, saas security"
Startup325,,SSPM,Hybrid - Bay Area,0.85,,,,"ai security, genai security, sanctioned it, sspm"
Startup272,,SSPM,"Denver, CO",0.85,,,,"sanctioned it, saas audit, cloud app security, saas security posture, saas posture management"
Startup338,,AI Agent Security,"Austin, TX",0.7,,,,"autonomous agent security, sanctioned it"
Startup206,,SaaS Security,"Boston, MA",0.8,,,,"saas governance, autonomous agent security"
Startup128,,SaaS Security,"New York, NY",0.85,,,,"ai compliance, cloud app security, saas security"
Startup330,,SSPM,"Austin, TX",0.85,,,,"cloud compliance, saas compliance, saas security, saas posture management"
SentinelOne,,SaaS Security,"London, UK",0.9,,,,"genai security, cloud app security, saas security posture, sanctioned it, autonomous agent security"
Startup358,,AI Agent Security,Remote (US),0.7,,,,"autonomous agent security, sanctioned it, genai security"
Startup162,,SaaS Security,"Seattle, WA",0.7,,,,"shadow it, ai policy"
Startup98,,SSPM,"Austin, TX",0.85,,,,"llm compliance, saas posture management, security posture management, cloud application security"
Startup110,,SaaS Security,"San Francisco, CA",0.85,,,,"ai agent risk, saas security, sanctioned it, ai policy"
Startup156,,SaaS Security,"San Francisco, CA",0.85,,,,"llm security, ai agent security, saas security, security posture management, genai security"
Startup370,,SSPM,"Boston, MA",0.85,,,,"shadow it, autonomous agent security"
Wiz,,SSPM,"San Francisco, CA",0.85,,,,"ai policy, ai agent risk, saas security posture, sspm"
Startup326,,SSPM,"San Francisco, CA",0.85,,,,"ai governance, saas risk, sspm, sanctioned it, saas posture management"
Startup39,,SaaS Security,"Seattle, WA",0.85,,,,"generative ai compliance, cloud governance, ai agent security, saas risk"
Startup181,,SSPM,"San Francisco, CA",0.85,,,,"sanctioned it, sspm, llm compliance, ai agent security"
Startup335,,SSPM,"London, UK",0.85,,,,"sspm, saas compliance, generative ai compliance, llm security"
Startup92,,SaaS Security,"Seattle, WA",0.85,,,,"generative ai compliance, saas governance, llm security, saas security posture"
Startup229,,SaaS Security,"San Francisco, CA",0.9,,,,"shadow it, saas governance, autonomous agent security, saas security, saas compliance"
Startup82,,SaaS Security,"London, UK",0.8,,,,"cloud governance, genai security, cloud application security"
Startup328,,AI Agent Security,"London, UK",0.85,,,,"ai governance, ai agent risk, llm security, ai policy, saas security"
Startup85,,SSPM,"New York, NY",0.9,,,,"saas governance, generative ai compliance, saas posture management, saas security posture"
Startup22,,SaaS Security,"Seattle, WA",0.9,,,,"shadow it, llm security, ai agent security, saas governance, sanctioned it"
Startup220,,SSPM,Remote (US),0.85,,,,"cloud governance, saas security posture, cloud application security"
Startup238,,SaaS Security,"New York, NY",0.8,,,,"autonomous agent security, cloud compliance"
Startup217,,SSPM,"London, UK",0.85,,,,"saas security, saas governance, shadow it, ai security"
Startup398,,SaaS Security,"Denver, CO",0.8,,,,"cloud compliance, ai agent risk, cloud application security"
Target,,SSPM,"London, UK",0.85,,,,"shadow it, sanctioned it, saas risk"
Accenture,,SSPM,Remote,0.85,,,,"ai governance, saas posture management, llm compliance, sanctioned it, autonomous agent security"
Startup84,,SaaS Security,"Denver, CO",0.9,,,,"saas governance, llm security, ai agent risk, saas security"
Deloitte,,SSPM,"New York, NY",0.85,,,,"saas risk, saas posture management, genai security"
Startup245,,SSPM,"Seattle, WA",0.85,,,,"shadow it, saas risk, sanctioned it, llm compliance"
Rapid7,,SSPM,"Seattle, WA",0.85,,,,"saas security posture, cloud compliance, ai policy, cloud governance, saas risk"
Startup48,,SaaS Security,Hybrid - Bay Area,0.85,,,,"genai security, saas security posture, autonomous agent security, saas risk"
Startup84,,SaaS Security,"Boston, MA",0.85,,,,"ai security, saas security posture, ai policy, cloud application security"
Startup73,,SSPM,"Austin, TX",0.85,,,,"security posture management, saas governance, ai governance, genai security, saas risk"
Startup357,,AI Agent Security,"Boston, MA",0.7,,,,"ai security, ai agent security, autonomous agent security"
Startup69,,SSPM,"San Francisco, CA",0.85,,,,"cloud app security, saas posture management"
Startup117,,SaaS Security,Remote,0.7,,,,"ai agent security, cloud governance"
Microsoft,,AI Compliance,"New York, NY",0.85,,,,"ai agent risk, generative ai compliance, ai security, llm compliance, saas risk"
Startup203,,SaaS Security,"New York, NY",0.9,,,,"saas security posture, sanctioned it, generative ai compliance, ai policy, autonomous agent security"
Startup24,,SaaS Security,Remote,0.85,,,,"genai security, ai agent risk, saas governance, ai agent security"
Costco,,AI Compliance,Remote (US),0.7,,,,"ai governance, shadow it, ai compliance"
Startup140,,SaaS Security,Remote (US),0.85,,,,"saas security posture, ai agent security, ai security, saas governance"
Zendesk,,SSPM,"Seattle, WA",0.85,,,,"sspm, sanctioned it, security posture management, saas governance"
Startup395,,SSPM,"Boston, MA",0.85,,,,"security posture management, ai agent security, cloud application security, ai security, saas risk"
Startup208,,SSPM,Remote (US),0.85,,,,"ai policy, cloud app security, saas security posture, ai agent risk, cloud governance"
Anthem,,AI Compliance,Remote,0.7,,,,"llm compliance, ai governance"
Startup229,,SSPM,Hybrid - Bay Area,0.85,,,,"ai policy, saas governance, security posture management, cloud app security, saas compliance"
Startup369,,SSPM,"Austin, TX",0.85,,,,"cloud governance, saas compliance, ai agent security, shadow it, saas risk"
Startup337,,SSPM,"London, UK",0.9,,,,"saas posture management, sspm, cloud application security, security posture management, llm compliance"
Qualys,,SSPM,Hybrid - Bay Area,0.85,,,,"cloud compliance, llm security, saas security posture"
Startup338,,SaaS Security,"Toronto, Canada",0.85,,,,"llm compliance, saas governance, ai agent security"
Startup363,,SSPM,"Denver, CO",0.9,,,,"ai security, cloud governance, genai security, saas posture management, ai agent security"
Startup232,,AI Agent Security,"Austin, TX",0.75,,,,"sanctioned it, ai compliance, autonomous agent security, ai agent risk"
Startup187,,SaaS Security,"Austin, TX",0.85,,,,"ai agent security, saas audit, ai governance, cloud compliance, cloud governance"
Startup105,,SaaS Compliance,"New York, NY",0.85,,,,"saas compliance, saas security"
Startup9,,SaaS Security,"Boston, MA",0.85,,,,"ai agent risk, llm security, saas governance, ai compliance"
Startup158,,SSPM,"Denver, CO",0.85,,,,"security posture management, saas risk, cloud governance, generative ai compliance, ai security"
Startup96,,SSPM,"New York, NY",0.85,,,,"ai compliance, ai governance, cloud app security, generative ai compliance, security posture management"
Orca Security,,SaaS Security,"Seattle, WA",0.8,,,,"cloud application security, ai policy, ai agent risk"
Startup21,,SSPM,"Seattle, WA",0.85,,,,"saas security, security posture management, ai agent risk, saas posture management"
Startup346,,AI Compliance,"San Francisco, CA",0.7,,,,"llm security, ai governance"
Startup182,,SaaS Compliance,Remote,0.85,,,,"llm compliance, saas compliance"
Startup122,,SSPM,Hybrid - Bay Area,0.85,,,,"ai compliance, saas security posture"
Etsy,,SSPM,"San Francisco, CA",0.85,,,,"saas compliance, cloud compliance, saas security, saas posture management, llm security"
Startup94,,SaaS Security,"Seattle, WA",0.85,,,,"saas security, genai security"
Startup202,,SaaS Security,"Toronto, Canada",0.9,,,,"autonomous agent security, generative ai compliance, saas security posture, cloud compliance"
Startup57,,SSPM,Remote,0.85,,,,"saas security posture, security posture management, shadow it, genai security"
Startup198,,AI Compliance,"Seattle, WA",0.8,,,,"llm compliance, ai policy, llm security"
Startup321,,SaaS Compliance,Hybrid - Bay Area,0.8,,,,"saas compliance, cloud governance"
Startup41,,SSPM,"London, UK",0.85,,,,"saas governance, saas security posture, security posture management"
Startup224,,SSPM,"Boston, MA",0.85,,,,"sanctioned it, ai governance, saas posture management"
Startup144,,SaaS Compliance,"Toronto, Canada",0.85,,,,"cloud compliance, saas governance, shadow it, llm compliance, saas audit"
Startup121,,SaaS Compliance,"San Francisco, CA",0.85,,,,"generative ai compliance, autonomous agent security, saas audit, saas governance"
Startup40,,SSPM,"Austin, TX",0.85,,,,"saas posture management, llm security, generative ai compliance"
Startup359,,SaaS Security,"Austin, TX",0.85,,,,"generative ai compliance, sanctioned it, saas security, llm security"
Startup207,,SaaS Security,Remote,0.9,,,,"saas risk, ai security, saas security, saas compliance, cloud app security"
Startup238,,SaaS Compliance,"Toronto, Canada",0.8,,,,"saas governance, ai security, ai compliance"
Startup228,,SaaS Compliance,"Seattle, WA",0.85,,,,"saas compliance, cloud compliance"
Startup179,,SaaS Compliance,"Seattle, WA",0.7,,,,"cloud governance, ai compliance"
Startup263,,SaaS Compliance,"Toronto, Canada",0.8,,,,"generative ai compliance, saas audit, ai agent risk"
SAP,,SaaS Security,"Boston, MA",0.8,,,,"cloud application security, llm security, cloud governance"
Workday,,SSPM,"London, UK",0.85,,,,"saas compliance, ai policy, saas posture management"
Startup78,,SaaS Security,"Denver, CO",0.85,,,,"cloud application security, cloud app security, saas audit, saas risk"
BP,,SSPM,"New York, NY",0.85,,,,"saas governance, shadow it, llm compliance, saas audit, ai agent security"
Startup219,,AI Compliance,"Seattle, WA",0.8,,,,"llm compliance, genai security"
Prisma Cloud,,SSPM,"Boston, MA",0.85,,,,"ai policy, cloud app security, saas compliance, sspm, shadow it"
Startup128,,SSPM,"Seattle, WA",0.85,,,,"ai governance, saas security posture"
Apple,,AI Compliance,"Austin, TX",0.8,,,,"llm compliance, ai security, cloud compliance"
Startup257,,SSPM,"Denver, CO",0.85,,,,"saas risk, saas audit, llm compliance, ai policy, sanctioned it"
Startup131,,SSPM,"Denver, CO",0.85,,,,"cloud app security, saas audit"
Startup287,,SaaS Security,"Toronto, Canada",0.9,,,,"saas security posture, ai agent security, ai security, llm security"
Startup100,,SSPM,"Denver, CO",0.85,,,,"saas posture management, saas security posture, autonomous agent security"
Startup21,,SSPM,Remote (US),0.85,,,,"saas posture management, sspm, shadow it, llm compliance, cloud app security"
Startup329,,AI Agent Security,"New York, NY",0.7,,,,"sanctioned it, ai policy, ai security"
Startup332,,SaaS Security,Hybrid - Bay Area,0.8,,,,"sanctioned it, genai security, shadow it, saas risk"
Startup127,,SSPM,Remote,0.85,,,,"ai governance, saas compliance, cloud compliance, saas posture management, llm compliance"
Startup327,,SaaS Compliance,"London, UK",0.85,,,,"ai compliance, sanctioned it, shadow it, generative ai compliance, cloud application security"
Startup186,,AI Compliance,"Seattle, WA",0.7,,,,"generative ai compliance, sanctioned it"
Startup246,,SaaS Security,Remote (US),0.9,,,,"saas governance, cloud compliance, ai policy, saas security, saas security posture"
Startup186,,SaaS Compliance,"London, UK",0.9,,,,"saas compliance, ai compliance, genai security, ai governance, sanctioned it"
Startup19,,SSPM,"London, UK",0.85,,,,"security posture management, sspm, saas compliance"
Startup334,,SSPM,"Seattle, WA",0.85,,,,"saas posture management, sanctioned it, saas security posture, ai agent security, cloud governance"
Startup226,,SaaS Security,"London, UK",0.85,,,,"ai agent risk, ai agent security, llm compliance, saas security posture, saas governance"
Startup291,,SaaS Security,"Austin, TX",0.9,,,,"genai security, ai agent risk, ai agent security, cloud app security, saas security"
Startup96,,SSPM,Hybrid - Bay Area,0.85,,,,"sspm, ai agent security, saas security"
Startup388,,SSPM,"Boston, MA",0.85,,,,"saas governance, ai compliance, saas security posture, cloud governance, llm security"
Startup20,,AI Compliance,"Boston, MA",0.7,,,,"ai security, ai compliance"
Startup205,,SSPM,Remote,0.85,,,,"cloud governance, security posture management, genai security"
